time_period,time_identifier,geographic_level,country_code,country_name,version,school_characteristic,breakdown,characteristic_gender,characteristic_ethnic_major,characteristic_ethnic_minor,characteristic_free_school_meals,Characteristic_sen_status,Characteristic_primary_need,Characteristic_all_primary_need,characteristic_sen_description,characteristic_disadvantage,characteristic_first_language,characteristic_admission_type,characteristic_religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2273,31145,1189174.52,38.2,30334,97.4,8255,26.5,15076,48.4,7169,23,2158,6.9,3747,12,100094.18,3.21,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2432,62516,2533190.19,40.5,61142,97.8,18373,29.4,32363,51.8,17038,27.3,5892,9.4,9778,15.6,212714.73,3.4,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Ethnic major,Total,OTHER,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1554,7615,393974.18,51.7,7434,97.6,3972,52.2,5440,71.4,4054,53.2,2033,26.7,2891,38,35829.38,4.71,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,383,874,40944.38,46.8,844,96.6,375,42.9,557,63.7,371,42.4,166,19,234,26.8,3612.36,4.13,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2441,353786,18888238.52,53.4,351099,99.2,196309,55.5,271819,76.8,155545,44,87032,24.6,119981,33.9,1663074.84,4.7,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,1864,5773,164852,28.6,5188,89.9,764,13.2,1596,27.6,488,8.5,177,3.1,278,4.8,13342.31,2.31,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN description,Girls,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,2267,20263,754453.77,37.2,19568,96.6,4548,22.4,8338,41.1,3946,19.5,1404,6.9,2209,10.9,60853.5,3,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,2092,32561,1780483.3,54.7,32119,98.6,18094,55.6,24375,74.9,19010,58.4,10271,31.5,14158,43.5,161418.23,4.96,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2290,211149,10343895.74,49,208761,98.9,101030,47.8,147769,70,76007,36,37172,17.6,53762,25.5,903861.36,4.28,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2289,177997,9209551.49,51.7,176782,99.3,95012,53.4,135586,76.2,71252,40,35771,20.1,51349,28.8,810667.16,4.55,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2321,173782,9733517.3,56,172672,99.4,103534,59.6,139126,80.1,86707,49.9,52018,29.9,69966,40.3,859307.66,4.94,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2441,416302,21421428.71,51.5,412241,99,214682,51.6,304182,73.1,172583,41.5,92924,22.3,129759,31.2,1875789.57,4.51,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1522,5779,278027.5,48.1,5636,97.5,2583,44.7,3858,66.8,2244,38.8,1071,18.5,1566,27.1,24326.17,4.21,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2290,180004,9154721.22,50.9,178427,99.1,92775,51.5,132693,73.7,68838,38.2,35014,19.5,50015,27.8,803767.18,4.47,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Ethnic major,Total,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1791,22525,1128950.29,50.1,22285,98.9,10708,47.5,15789,70.1,11285,50.1,4761,21.1,7381,32.8,100038.38,4.44,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,2321,152921,8765801.01,57.3,152075,99.4,95417,62.4,126012,82.4,78979,51.6,48820,31.9,64930,42.5,777044.72,5.08,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,2309,52232,2311731.96,44.3,51405,98.4,18235,34.9,30401,58.2,17597,33.7,6932,13.3,11067,21.2,194883.49,3.73,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2441,362887,19532630.69,53.8,360694,99.4,204116,56.2,283661,78.2,163882,45.2,90119,24.8,125137,34.5,1721741.87,4.74,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,2091,33775,1657779.72,49.1,33127,98.1,15999,47.4,22768,67.4,15609,46.2,7166,21.2,10248,30.3,149144.98,4.42,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,2353,66336,3438263.02,51.8,65246,98.4,34093,51.4,47143,71.1,34619,52.2,17437,26.3,24406,36.8,310563.21,4.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Total,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2321,205153,11077532.97,54,203480,99.2,113652,55.4,156413,76.2,96576,47.1,55752,27.2,75997,37,971928.21,4.74,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,245,469,20867.75,44.5,450,95.9,187,39.9,284,60.6,183,39,80,17.1,114,24.3,1851.91,3.95,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,2441,349092,17942221.31,51.4,346151,99.2,180214,51.6,256482,73.5,137593,39.4,75321,21.6,105119,30.1,1561614,4.47,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,2441,312237,17065981.22,54.7,310219,99.4,181600,58.2,247345,79.2,142194,45.5,81991,26.3,111781,35.8,1508204.58,4.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2289,31371,1344015.67,42.8,30808,98.2,10118,32.3,17287,55.1,9869,31.5,3734,11.9,6031,19.2,112620.55,3.59,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,43,982,46166,47,968,98.6,440,44.8,697,71,34,3.5,16,1.6,23,2.3,3504.31,3.57,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,60,4624,215224.75,46.5,4582,99.1,1746,37.8,2973,64.3,1397,30.2,519,11.2,927,20,17806.3,3.85,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,154,6311.5,41,152,98.7,41,26.6,84,54.5,0,0,0,0,0,0,439.84,2.86,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,23,612,24451.25,40,594,97.1,190,31,355,58,36,5.9,6,1,17,2.8,1865.53,3.05,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,91,10866,790202.1,72.7,10856,99.9,10353,95.3,10825,99.6,8280,76.2,7011,64.5,7973,73.4,74822.09,6.89,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,23,540,23187.25,42.9,525,97.2,201,37.2,339,62.8,37,6.9,14,2.6,23,4.3,1715.54,3.18,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,95,9298,466653,50.2,9244,99.4,4265,45.9,6729,72.4,3593,38.6,1567,16.9,2563,27.6,39547.58,4.25,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1232,123258,6764591.98,54.9,122306,99.2,70832,57.5,96845,78.6,59649,48.4,34886,28.3,47777,38.8,595600.02,4.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Free Schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,100,4760,256737.16,53.9,4667,98,2693,56.6,3633,76.3,3059,64.3,1619,34,2319,48.7,23587.24,4.96,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1203,123097,6125232.87,49.8,121799,98.9,61046,49.6,89256,72.5,44392,36.1,21549,17.5,31825,25.9,536276.71,4.36,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Free Schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,9,428,23351.75,54.6,425,99.3,254,59.3,346,80.8,324,75.7,137,32,228,53.3,2151.97,5.03,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,91,10941,822068.81,75.1,10932,99.9,10618,97,10912,99.7,8816,80.6,8109,74.1,8693,79.5,78075.55,7.14,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,49,2061.5,42.1,49,100,15,30.6,31,63.3,0,0,0,0,0,0,140.84,2.87,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1277,246355,12889824.85,52.3,244105,99.1,131878,53.5,186101,75.5,104041,42.2,56435,22.9,79602,32.3,1131876.73,4.59,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Free Schools,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,107,10464,544419.8,52,10230,97.8,5700,54.5,7800,74.5,6420,61.4,3148,30.1,4572,43.7,50070.91,4.79,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Boys,OTHER,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,374,1538,69845.13,45.4,1496,97.3,640,41.6,955,62.1,680,44.2,256,16.6,396,25.7,6258.12,4.07,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Girls,CHINESE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,114,150,9755,65,150,100,112,74.7,139,92.7,97,64.7,67,44.7,84,56,899.71,6,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Ethnic major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,11,33,1469,44.5,32,97,14,42.4,23,69.7,1,3,0,0,1,3,110.68,3.35,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,672,104289,4828225.9,46.3,103047,98.8,42865,41.1,66437,63.7,35726,34.3,14723,14.1,22868,21.9,412353.71,3.95,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,203,8373,41.2,201,99,56,27.6,115,56.7,0,0,0,0,0,0,580.68,2.86,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Ethnic major,Boys,ASIAN,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,36,169,7528.75,44.5,168,99.4,70,41.4,124,73.4,1,0.6,0,0,0,0,579.57,3.43,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,44,2332,101486,43.5,2310,99.1,860,36.9,1553,66.6,17,0.7,6,0.3,12,0.5,7567.24,3.24,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Ethnic major,Boys,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,23,470,19030.25,40.5,457,97.2,151,32.1,282,60,30,6.4,6,1.3,16,3.4,1458.43,3.1,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Girls,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,455,4005,205943.5,51.4,3975,99.3,1935,48.3,2837,70.8,2211,55.2,859,21.4,1384,34.6,18191.77,4.54,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Ethnic major,Girls,OTHER,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,5,10,498.5,49.9,9,90,6,60,8,80,0,0,0,0,0,0,37.5,3.75,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Ethnic major,Girls,OTHER,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,9,23,1112.75,48.4,23,100,7,30.4,13,56.5,2,8.7,0,0,2,8.7,89.19,3.88,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,FE 14-16 Colleges,Ethnic major,Boys,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,16,62,328,5.3,26,41.9,0,0,3,4.8,0,0,0,0,0,0,20.97,0.34,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,FE 14-16 Colleges,Ethnic major,Boys,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1,1,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Free Schools,Ethnic major,Girls,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,64,563,28698.5,51,535,95,275,48.8,391,69.4,376,66.8,161,28.6,249,44.2,2633.08,4.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Ethnic major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,677,1787,94589.5,52.9,1767,98.9,958,53.6,1340,75,847,47.4,460,25.7,644,36,8360.71,4.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Boys,ASIAN,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,504,6249,294944,47.2,6168,98.7,2811,45,4180,66.9,2465,39.4,879,14.1,1407,22.5,25715.24,4.12,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Boys,CHINESE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,103,137,8267.25,60.3,137,100,83,60.6,112,81.8,78,56.9,46,33.6,60,43.8,760.87,5.55,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Girls,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,722,40584,1940585.89,47.8,40196,99,17422,42.9,26854,66.2,13726,33.8,6243,15.4,9531,23.5,163197.01,4.02,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,University Technical Colleges (UTCs),Ethnic major,Boys,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,26,81,3313.25,40.9,80,98.8,28,34.6,47,58,0,0,0,0,0,0,244.5,3.02,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Ethnic major,Girls,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1411,110320,6113404.69,55.4,109531,99.3,64569,58.5,87460,79.3,52049,47.2,32031,29,42735,38.7,537126.49,4.87,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,664,50273,2457490.77,48.9,49782,99,22588,44.9,33908,67.4,19667,39.1,8885,17.7,13444,26.7,209798.86,4.17,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Converter Academies,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,92,9083,413348.25,45.5,9003,99.1,3570,39.3,5934,65.3,2528,27.8,858,9.4,1545,17,35033.9,3.86,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Studio Schools,Ethnic major,Girls,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,8,21,836.25,39.8,20,95.2,7,33.3,10,47.6,0,0,0,0,0,0,59.51,2.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,59,4888,205523.25,42,4825,98.7,1507,30.8,2792,57.1,1157,23.7,321,6.6,610,12.5,17106.34,3.5,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,60,9512,420748,44.2,9407,98.9,3253,34.2,5765,60.6,2554,26.9,840,8.8,1537,16.2,34912.64,3.67,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Boys,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,723,42349,1824255.25,43.1,41800,98.7,15092,35.6,24967,59,10772,25.4,3979,9.4,6475,15.3,154181.68,3.64,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,Sponsored Academies,Ethnic major,Boys,MIXED,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,614,3261,145421.75,44.6,3208,98.4,1244,38.1,1966,60.3,1118,34.3,410,12.6,657,20.1,12518.73,3.84,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,FE 14-16 Colleges,Ethnic major,Boys,ASIAN,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1,2,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,:,:,:,:,:
